addr1,addr2,areacode,benikia,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,tel,title,booktour,sigungucode
충청남도 태안군 원북면 옥파로 1168-1,,34,,B02,B0201,B02010700,1269719,32,2.01E+13,,,,126.205904,36.89885423,6,2.02E+13,041-674-5288,선경횟집펜션,,14
강원특별자치도 평창군 봉평면 버들개길 99,,32,,B02,B0201,B02010700,2801108,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/73/2801073_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2801073_image2_1.jpg,Type3,128.3889801,37.53781419,6,2.02E+13,,선녀와 나무꾼,,15
경상북도 영주시 순흥면 소백로 2796,,35,,B02,B0201,B02011600,2600371,32,2.02E+13,,,,128.5811892,36.93136267,,2.02E+13,054-638-6444,선비촌,,14
강원특별자치도 고성군 동해대로 4838 선샤인비치,,32,,B02,B0201,B02010700,2907815,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/06/2907806_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/06/2907806_image3_1.jpeg,Type3,128.5692755,38.24456621,6,2.02E+13,,선샤인비치,,2
부산광역시 해운대구 구남로 46,(중동),6,,B02,B0201,B02010100,985337,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/14/1347814_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/1347814_image3_1.jpg,Type3,129.16143,35.16018258,6,2.02E+13,051-730-9900,선셋호텔[한국관광 품질인증/Korea Quality],,16
강원특별자치도 평창군 방림면 월암길 3-6,,32,,B02,B0201,B02010700,2761393,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/72/2764672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2764672_image2_1.jpg,Type3,128.2752843,37.46118478,6,2.02E+13,,선영아사랑해,,15
충청남도 보령시 주산면 방죽안길 33,,34,,B02,B0201,B02011600,2623941,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/46/2681046_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2681046_image2_1.jpg,Type3,126.6398218,36.21369605,,2.02E+13,041-933-6422,선와당(이광명고택),,5
전북특별자치도 고창군 아산면 중촌길 21,,37,,B02,B0201,B02010900,143000,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/22/1603022_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1603022_image3_1.jpg,Type3,126.5849948,35.50370664,6,2.02E+13,063-561-3377<br />063-561-4801,선운산호텔,,1
전라남도 목포시 만호로 24-4,,38,,B02,B0201,B02011600,2950324,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/64/3021564_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3021564_image3_1.jpg,Type1,126.3835776,34.78389026,6,2.02E+13,010-3111-1182,선유화길[한국관광 품질인증/Korea Quality],,8
충청북도 충주시 음촌2길 61-30,선재스테이,33,,B02,B0201,B02011600,2932889,32,2.02E+13,,,,127.7792302,37.13449658,6,2.02E+13,010-4842-0408,선재스테이,,11
전북특별자치도 무주군 원삼공2길 9-7,,37,,B02,B0201,B02010700,1883082,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/30/2584930_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2584930_image3_1.jpg,Type3,127.7802642,35.90814531,6,2.02E+13,063-324-2220,설국[한국관광 품질인증/Korea Quality],,5
강원특별자치도 인제군 북면 황태길 330,,32,,B02,B0201,B02010700,138679,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/22/1815222_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/1815222_image3_1.jpg,Type3,128.370075,38.21659895,6,2.02E+13,033-462-6277,설산펜션,,10
전라남도 해남군 삼성길 153-21 설아다원,,38,,B02,B0201,B02011600,1872145,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/25/3021525_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/25/3021525_image3_1.jpg,Type1,126.6601136,34.46815804,6,2.02E+13,061-533-3083,설아다원[한국관광 품질인증/Korea Quality],,23
강원특별자치도 속초시 사당골길 43,,32,,A02,A0202,A02020200,136634,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/74/1335574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/1335574_image3_1.jpg,Type3,128.5496875,38.18204811,6,2.02E+13,033-636-8000,설악금호리조트,,5
강원특별자치도 양양군 강현면 뒷나루2길 5-4,,32,,B02,B0201,B02010700,2913842,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/36/2921236_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/2921236_image3_1.jpg,Type3,128.6229686,38.12939455,6,2.02E+13,,설악비치펜션,,7
강원특별자치도 속초시 청봉로6길 11,,32,,B02,B0201,B02010900,2044012,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/52/2043952_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/52/2043952_image2_1.JPG,Type3,128.5243792,38.16614392,6,2.02E+13,033-636-4464,설악산파크리조트,,5
강원특별자치도 고성군 죽왕면 순포로 188,,32,,A02,A0202,A02020200,951363,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/17/1335517_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1335517_image3_1.jpg,Type3,128.5116035,38.31619008,6,2.02E+13,033-630-5362,설악썬밸리골프리조트,,2
강원특별자치도  고성군 토성면 용원로 595,,32,,B02,B0201,B02010700,2913693,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/44/2920744_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2920744_image3_1.jpg,Type3,128.5174867,38.21469646,6,2.02E+13,,설악의정원,,2
강원특별자치도 속초시 관광로408번길 14,,32,,A02,A0202,A02020200,228911,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/08/1581608_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1581608_image3_1.jpg,Type3,128.5389131,38.19573242,6,2.02E+13,033-635-5800,설악파인리조트,,5
강원특별자치도 고성군 토성면 잼버리동로 97,,32,,A02,A0202,A02020200,136082,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/52/1581452_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1581452_image3_1.jpg,Type3,128.5195664,38.23378595,6,2.02E+13,033-633-9100,설악포유리조트,,2
강원특별자치도 속초시 관광로 403,,32,,B02,B0201,B02010900,2531360,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/13/2529813_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2529813_image3_1.jpg,Type3,128.5370327,38.19599069,6,2.02E+13,033-636-3660,설악힐호텔,,5
강원특별자치도 양양군 손양면 공항로 230,,32,,A02,A0202,A02020200,2710638,32,2.02E+13,,,,128.6642227,38.05561226,6,2.02E+13,033-670-7700,설해원,,7
경상북도 영주시 문수면 무섬로234번길 11-7,,35,,B02,B0201,B02011600,2600265,32,2.02E+13,,,,128.6188777,36.7346248,,2.02E+13,054-633-1011,섬계고택,,14
인천광역시 중구 대무의로 229,(무의동),2,,B02,B0201,B02011100,2665836,32,2.02E+13,,,,126.4248402,37.39619758,,2.02E+13,,섬뜰아래 호스텔(섬뜰아래 카페/캠핑장/펜션),,10
경상남도 통영시 욕지면 도동길 85,,36,,B02,B0201,B02011000,2577499,32,2.02E+13,,,,128.2361937,34.64279035,6,2.02E+13,055-641-4253,섬마을 민박낚시,,17
경상북도 문경시 호계면 상무로 377,,35,,B02,B0201,B02010600,1846900,32,2.01E+13,,,,128.1945042,36.64571317,6,2.02E+13,010-3812-0003<br />054-555-0001,성보촌유스호스텔,,7
경상북도 봉화군 춘양면 서동길 19-18,,35,,B02,B0201,B02011600,2594865,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/86/3042286_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/3042286_image3_1.jpg,Type1,128.913637,36.94024019,,2.02E+13,054-673-5011,성암재 [한국관광 품질인증/Korea Quality],,8
경상북도 성주군 가천면 포천계곡로 81,,35,,B02,B0201,B02010900,1433244,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/90/2408890_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/90/2408890_image2_1.JPG,Type3,128.1716112,35.86945396,6,2.02E+13,054-932-9339,성주 포천파크,,10
경상북도 경주시 외동읍 영지로 636,,35,,A02,A0202,A02020200,2771020,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/72/2771272_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/2771272_image2_1.jpg,Type3,129.3094724,35.76317872,6,2.02E+13,,성호리조트,,2
대구광역시 중구 국채보상로 733-5,(동인동4가),4,,B02,B0201,B02011100,2575698,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/66/2575366_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/66/2575366_image2_1.jpeg,Type3,128.6107947,35.86888984,,2.02E+13,010-6535-3321,세느 게스트하우스,,8
강원특별자치도 홍천군 북방면 노일로238번길 33,,32,,B02,B0201,B02010700,678650,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/54/680354_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/680354_image3_1.jpg,Type3,127.7372959,37.68206024,6,2.02E+13,033-435-5156,세도나 펜션,,16
경기도 양평군 서종면 도장계곡길 51,,31,,B02,B0201,B02010700,398160,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/39/1893239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1893239_image3_1.jpg,Type3,127.396943,37.60255486,6,2.02E+13,0507-1492-3419,세레나데 펜션,,19
경기도 시흥시 중심상가로 202-10,,31,,B02,B0201,B02010900,1927171,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/68/1927168_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/68/1927168_image2_1.JPG,Type3,126.7363882,37.34322587,6,2.02E+13,031-432-8660,세븐헤르츠 호텔,,14
충청남도 예산군 삽교읍 수암산로 210,,34,,B02,B0201,B02010900,3039115,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/62/3039162_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/62/3039162_image3_1.jpg,Type3,126.6706037,36.68572294,6,2.02E+13,,세심천온천호텔,,11
서울특별시 은평구 연서로50길 17,(진관동),1,,B02,B0201,B02011600,2660696,32,2.02E+13,,,,126.9395336,37.6403283,,2.02E+13,,세연재,,22
강원특별자치도 강릉시 창해로 307,,32,,B02,B0201,B02010100,2603352,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/54/2603354_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2603354_image2_1.jpg,Type3,128.9186301,37.7940781,6,2.02E+13,033-660-9000,세인트존스 호텔,,1
경기도 양평군 용문면 망능길 17,,31,,B02,B0201,B02010700,945319,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/03/1893503_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1893503_image3_1.jpg,Type3,127.6234717,37.53390865,6,2.02E+13,010-2383-7485,세잔느와갤러리,,19
서울특별시 중구 퇴계로 145,(충무로2가),1,,B02,B0201,B02010100,142727,32,2.00E+13,,,,126.9879481,37.56138279,6,2.02E+13,,세종호텔,,24
서울특별시 종로구 삼일대로32가길 50,,1,,B02,B0201,B02011100,2650656,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/52/2650652_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/52/2650652_image2_1.JPG,Type3,126.9903308,37.57478683,6,2.02E+13,"02-765-2881, 02-764-6261",세화호스텔[한국관광 품질인증/Korea Quality],,23
부산광역시 해운대구 센텀1로 17,(우동),6,,B02,B0201,B02010100,2595523,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/61/2595461_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2595461_image2_1.jpg,Type3,129.131613,35.16695627,6,2.02E+13,051-755-9000,센텀프리미어 호텔 [한국관광 품질인증/Korea Quality],,16
광주광역시 서구 상무연하로 68,,5,,B02,B0201,B02010100,143074,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/10/1191010_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1191010_image3_1.jpg,Type3,126.8504745,35.15435901,6,2.02E+13,062-383-7575,센트럴관광호텔,,5
서울특별시 종로구 청계천로 137,,1,,B02,B0201,B02010100,1800482,32,2.01E+13,,,,126.992978,37.56903199,6,2.02E+13,02-6365-6500,센트럴관광호텔,,23
부산광역시 중구 해관로 20,(중앙동1가),6,,B02,B0201,B02010100,2531416,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/77/2669477_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2669477_image2_1.jpg,Type3,129.0359786,35.10055083,6,2.02E+13,051-243-8001,센트럴파크 호텔[한국관광 품질인증/Korea Quality],,15
인천광역시 계양구 형제봉길 100,"(귤현동,계양센트레빌 1단지)계양센트레빌11동203호",2,,B02,B0201,B02011100,2622776,32,2.02E+13,,,,126.7511084,37.56818333,,2.02E+13,010-3278-4573,센트레빌 게스트하우스,,2
경상북도 경주시 포석로1092번길 26-1,(황남동),35,,B02,B0201,B02011600,2569552,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/78/2567078_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2567078_image2_1.jpg,Type3,129.2115428,35.83681579,,2.02E+13,010-7305-8609,셔블,,2
경상북도 봉화군 바래미길 22,,35,,B02,B0201,B02011600,2047715,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/80/2803880_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/80/2803880_image3_1.jpeg,Type3,128.7123591,36.89369169,6,2.02E+13,010-9189-5578,소강고택[한국관광 품질인증/Korea Quality],,8
충청남도 태안군 남면 몽산포길 179,,34,,B02,B0201,B02010700,610224,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/58/617058_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/617058_image3_1.jpg,Type3,126.2785811,36.67508131,6,2.02E+13,010-8335-4310,소나무리조트,,14
경상남도 거제시 일운면 마전1길 83,(일운면),36,,B02,B0201,B02010700,1872168,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/49/2576749_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2576749_image3_1.jpg,Type3,128.7250874,34.85125081,6,2.02E+13,010-6776-6054,소낭구펜션[한국관광 품질인증/Korea Quality],,1
충청북도 단양군 단양읍 삼봉로 187-17,,33,,B02,B0201,B02010500,228935,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/07/2496507_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/2496507_image2_1.jpg,Type3,128.3626907,36.9775838,6,2.02E+13,1588-4888,소노문 단양(구 대명리조트 단양),,2
경상북도 경주시 보문로 402-12,(신평동),35,,A02,A0202,A02020200,232286,32,2.01E+13,,,,129.2818836,35.84661879,6,2.02E+13,1588-4888,소노벨 경주(구 대명리조트 경주),,2
전북특별자치도 부안군 변산면 변산해변로 51,,37,,A02,A0202,A02020200,978310,32,2.02E+11,http://tong.visitkorea.or.kr/cms/resource/31/1604231_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1604231_image3_1.jpg,Type3,126.4699824,35.63140131,6,2.02E+13,1588-4888,소노벨 변산(구 대명리조트 변산),,6
강원특별자치도 홍천군 서면 한치골길 262,,32,,B02,B0201,B02010500,136636,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/73/1335773_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1335773_image3_1.jpg,Type3,127.6873541,37.65239053,6,2.02E+13,1588-4888,소노벨 비발디파크,,16
제주특별자치도 제주시 신북로 577 대명리조트,,39,,B02,B0201,B02010500,232287,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/74/2709574_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/2709574_image2_1.jpg,Type3,126.6713316,33.54020879,6,2.02E+13,1588-4888,소노벨 제주,,4
충청남도 천안시 동남구 성남면 종합휴양지로 200,,34,,B02,B0201,B02010500,2775632,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/54/2775654_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2775654_image2_1.jpg,Type3,127.2239241,36.75769938,6,2.02E+13,,소노벨 천안,,12
경상북도 청송군 주왕산면 주왕산로 494-1,,35,,B02,B0201,B02010500,2770765,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/35/2770835_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2770835_image2_1.jpg,Type3,129.1101195,36.3782553,6,2.02E+13,,소노벨 청송,,21
경상남도 거제시 일운면 거제대로 2660,,36,,A02,A0202,A02020200,2578495,32,2.02E+13,,,,128.7029617,34.84340684,6,2.02E+13,1588-4888,소노캄 거제(구 대명리조트 거제마리나),,1
경기도 고양시 일산동구 태극로 20,,31,,B02,B0201,B02010100,2496500,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/60/2704260_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/2704260_image2_1.jpg,Type3,126.7507669,37.66198074,6,2.02E+13,031-927-7700,소노캄 고양,,2
전라남도 여수시 오동도로 111,,38,,B02,B0201,B02010100,1785294,32,2.01E+13,,,,127.7550498,34.74131537,6,2.02E+13,061-660-5800,소노캄 여수(구 엠블호텔 여수),,13
제주특별자치도 서귀포시 표선면 일주동로 6347-17,,39,,A02,A0202,A02020200,138019,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/89/1181489_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1181489_image3_1.jpg,Type3,126.792907,33.30604217,6,2.02E+13,02-1588-4888,소노캄 제주(구 샤인빌 리조트),,3
경기도 양평군 개군면 신내길7번길 55,,31,,A02,A0202,A02020200,136060,32,2.01E+13,,,,127.5326012,37.46927836,6,2.02E+13,1588-4888,소노휴 양평 (구 대명리조트 양평),,19
서울특별시 마포구 마포대로14길 12-17,(공덕동),1,,B02,B0201,B02011600,2696312,32,2.02E+13,,,,126.9559903,37.54803933,,2.02E+13,,소담스테이,,13
서울특별시 서대문구 신촌로 157-7,,1,,B02,B0201,B02010900,1731338,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/20/1875020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1875020_image3_1.jpg,Type3,126.9433412,37.55710193,6,2.02E+13,02-313-3078,소라모텔,,14
경상남도 통영시 한산면 당금길 50,,36,,B02,B0201,B02011000,2577537,32,2.02E+13,,,,128.5761751,34.64734589,6,2.02E+13,055-646-4485 / 010-7110-4066,소라민박,,17
제주특별자치도 서귀포시 남원읍 태위로 545,,39,,B02,B0201,B02010700,1888034,32,2.01E+13,,,,126.7052513,33.27583299,6,2.02E+13,064-764-8016,소랑호젠,,3
인천광역시 남동구 앵고개로948번길 48 (논현동),,2,,B02,B0201,B02010100,3076761,32,2.02E+13,,,,126.7363644,37.40073308,6,2.02E+13,,소래호텔카카오,,4
경기도 양평군 강하면 전수리,535-2,31,,B02,B0201,B02010100,2853502,32,2.02E+13,,,,127.4260238,37.50403071,6,2.02E+13,,소르호텔,,19
전북특별자치도 부안군 변산면 궁항영상길 72-9,,37,,B02,B0201,B02010700,1643798,32,2.01E+13,,,,126.4670777,35.60902325,6,2.02E+13,063-581-7979,소리섬펜션,,6
전라남도 영암군 군서면 죽정서원길 9,소리터,38,,B02,B0201,B02011600,2680781,32,2.02E+13,,,,0,0,,2.02E+13,010-3632-1506,소리터,,17
경상남도 통영시 한산면 소매물도길 27,,36,,B02,B0201,B02010700,2577567,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/44/2577544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2577544_image2_1.jpg,Type3,128.5490669,34.62899745,6,2.02E+13,010-8845-5377,소매물도펜션,,17
경상북도 영주시 풍기읍 죽령로 1400,,35,,B02,B0201,B02010900,1702606,32,2.01E+13,,,,128.4790829,36.88834623,6,2.02E+13,054-604-1700,소백산풍기온천리조트,,14
경기도 수원시 권선구 경수대로384번길 27,,31,,B02,B0201,B02010100,2849882,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/69/2849869_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/2849869_image3_1.jpg,Type3,127.0258975,37.26036283,6,2.02E+13,,소설스미스 호텔,,13
경상북도 경주시 포석로 1054,(황남동),35,,B02,B0201,B02011600,2600044,32,2.02E+13,,,,129.207332,35.83816556,,2.02E+13,,소설재 황리단길점,,2
경상북도 경주시 포석로1050번길 46,(황남동),35,,B02,B0201,B02011600,2531372,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/61/2530261_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/61/2530261_image3_1.jpg,Type3,129.2144871,35.83413559,6,2.02E+13,010-2237-6560,소설재(첨성대점)[한국관광 품질인증/Korea Quality],,2
충청남도 태안군 남면 안면대로 1296-36,,34,,B02,B0201,B02010700,2575702,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/73/2575373_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2575373_image2_1.jpg,Type3,126.3042908,36.64199667,,2.02E+13,,소소,,14
서울특별시 종로구 필운대로5가길 16-5,(누하동),1,,B02,B0201,B02011600,2583699,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/55/2813655_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/55/2813655_image2_1.JPG,Type3,126.9681632,37.58033301,6,2.02E+13,010-5286-0704,소소하우스[한국관광 품질인증/Korea Quality],,23
전북특별자치도 완주군 소양면 곰티로 227,,37,,B02,B0201,B02010700,2760056,32,2.02E+11,,,,127.2819191,35.82182688,6,2.02E+13,,소양고요,,8
전북특별자치도 완주군 송광수만로 472-23,,37,,B02,B0201,B02011600,2622784,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/20/3008820_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/3008820_image3_1.jpg,Type1,127.2430149,35.90358078,6,2.02E+13,063-243-5222,소양고택 한옥스테이[한국관광 품질인증/Korea Quality],,8
경상남도 밀양시 부북면 퇴로2길 14,,36,,B02,B0201,B02011600,3072231,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/39/3070139_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/3070139_image3_1.jpg,Type1,128.7003068,35.55009972,6,2.02E+13,050-6678-0250,소은고택,,7
경상북도 경주시 첨성로81번길 22-4,(황남동),35,,B02,B0201,B02011600,2587355,32,2.02E+13,,,,129.2116762,35.83484935,,2.02E+13,,소이한옥,,2
서울특별시 중구 명동2가,,1,,B02,B0201,B02010900,2992043,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/21/2992021_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2992021_image3_1.jpg,Type3,126.985015,37.56365192,6,2.02E+13,,소테츠 프레사 인 서울 명동,,24
서울특별시 중구 장충단로 226 SOTETSU HOTELS THE SPLAISIR,,1,,B02,B0201,B02010100,2991972,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/70/2991970_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2991970_image3_1.jpg,Type3,127.0077767,37.56477164,6,2.02E+13,,소테츠 호텔즈 더 스프라지르 서울 동대문,,24
서울특별시 중구 남대문로5길 15 (북창동),,1,,B02,B0201,B02010100,2992010,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/08/2992008_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/08/2992008_image3_1.JPG,Type3,126.9787545,37.56212699,6,2.02E+13,,소테츠 호텔즈 더 스프라지르 서울 명동,,24
경기도 양평군 청운면 비룡점말1길 43,,31,,B02,B0201,B02010700,137999,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/69/1893169_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/69/1893169_image3_1.jpg,Type3,127.6913907,37.52653854,6,2.02E+13,031-775-0077,소풍가는날 펜션,,19
전라남도 신안군 압해읍 학동길 44-4,,38,,B02,B0201,B02010700,2659340,32,2.02E+13,,,,126.3166509,34.86866572,,2.02E+13,,소풍펜션(소풍관광펜션),,12
경기도 파주시 탄현면 요풍길 119-1,,31,,B02,B0201,B02010900,1746337,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/77/1744077_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/1744077_image3_1.jpg,Type3,126.6820142,37.78493185,6,2.02E+13,"031-944-6942, 7942",소풍호텔,,27
서울특별시 서초구 바우뫼로 91,"(양재동,우성아파트)102동 1103호",1,,B02,B0201,B02011100,2569948,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/71/2567971_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2567971_image2_1.jpg,Type3,127.0313021,37.47486029,,2.02E+13,010-3747-7508,소피아하우스,,15
충청북도 보은군 속리산면 천왕봉길 259,,33,,B02,B0201,B02010700,2042157,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/44/2042144_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2042144_image2_1.jpg,Type3,127.8578517,36.52007971,6,2.02E+13,043-544-5249,속리산 천왕봉 가는길에 펜션,,3
충청북도 보은군 속리산면 법주사로 134,,33,,B02,B0201,B02010600,136640,32,2.00E+13,http://tong.visitkorea.or.kr/cms/resource/02/1595402_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1595402_image3_1.jpg,Type3,127.8186356,36.52262037,6,2.02E+13,043-540-7777,속리산유스타운,,3
강원특별자치도 속초시 해오름로 129,(대포동),32,,B02,B0201,B02011100,2676467,32,2.02E+13,,,,128.6055129,38.18592374,,2.02E+13,,속초비치호스텔,,5
광주광역시 동구 경양로 362-1,(산수동),5,,B02,B0201,B02011100,2606404,32,2.02E+13,,,,126.9290231,35.15382706,,2.02E+13,062-264-8745,손길게스트하우스,,3
충청남도 태안군 근흥면 근흥로 1232-21,,34,,B02,B0201,B02010700,707921,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/64/711064_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/711064_image3_1.jpg,Type3,126.179434,36.69712708,6,2.02E+13,041-675-1771,솔그림펜션,,14
경기도 양평군 용문면 중원산로 546-4,,31,,B02,B0201,B02010700,945384,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/06/1893506_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/1893506_image3_1.jpg,Type3,127.6205771,37.54769589,6,2.02E+13,031-773-1828,솔까치펜션,,19
부산광역시 부산진구 서면로 20,(부전동),6,,B02,B0201,B02010100,2595893,32,2.02E+13,http://tong.visitkorea.or.kr/cms/resource/68/2595468_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/68/2595468_image2_1.jpg,Type3,129.0581864,35.15234266,,2.02E+13,051-802-8586,솔라리아 니시테츠호텔 부산 [한국관광 품질인증/Korea Quality],,7
충청남도 서천군 서면 춘장대길 79-8,,34,,B02,B0201,B02010700,138484,32,2.01E+13,http://tong.visitkorea.or.kr/cms/resource/75/218075_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/218075_image3_1.jpg,Type3,126.5207061,36.15872254,6,2.02E+13,041-953-8030,솔마루펜션(서천),,8
