addr1,addr2,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,eventstartdate,eventenddate,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,areacode,sigungucode,tel,title
서울특별시 중구 퇴계로34길 28 남산골한옥마을,,,A02,A0208,A02081300,2821777,15,20220500000000 ,20220501,20231231,http://tong.visitkorea.or.kr/cms/resource/67/2821767_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/2821767_image3_1.jpg,Type3,126.9932865,37.55977752,6,20220500000000 ,1,24,,영재국악회 국악공연
경상북도 영주시 문수면 무섬로234번길 41,(문수면) 무섬마을,,A02,A0207,A02070200,1718424,15,20120900000000 ,20231007,20231008,http://tong.visitkorea.or.kr/cms/resource/74/3001074_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/74/3001074_image3_1.jpg,Type3,128.6213025,36.73160575,6,20231100000000 ,35,14,054-630-8707~10,영주 무섬외나무다리축제
경상북도 영주시 영주동,,,A02,A0207,A02070200,1632810,15,20120500000000 ,20230527,20230528,http://tong.visitkorea.or.kr/cms/resource/66/2987566_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/66/2987566_image3_1.png,Type3,128.613981,36.82618923,6,20230800000000 ,35,14,054-630-8707~10,영주 소백산철쭉제
경상북도 영주시 순흥면 소백로 2796,,,A02,A0207,A02070200,1229844,15,20110300000000 ,20230505,20230507,http://tong.visitkorea.or.kr/cms/resource/10/2963010_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/10/2963010_image3_1.JPG,Type3,128.5834224,36.92847971,6,20230800000000 ,35,14,054-630-8707~10,영주 한국선비문화축제
경상북도 영주시 문정동,706,,A02,A0207,A02070200,2992167,15,20230600000000 ,20230923,20230924,http://tong.visitkorea.or.kr/cms/resource/48/2992348_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2992348_image3_1.jpg,Type3,128.6105263,36.80687193,6,20231100000000 ,35,14,054-630-8707~10,영주시원(ONE) 한마당
경상북도 영주시 한정로 23,"영주시 문정둔치 일원(시민운동장 앞), 부석사 일원",,A02,A0207,A02070200,2613615,15,20190700000000 ,20231027,20231029,http://tong.visitkorea.or.kr/cms/resource/54/3001054_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/54/3001054_image3_1.JPG,Type3,128.608996,36.80415555,6,20231100000000 ,35,14,054-630-8707~10,영주장날 농특산물 대축제
경상북도 영천시 최무선로 364 (문외동),,,A02,A0207,A02070200,3016241,15,20230900000000 ,20231020,20231022,http://tong.visitkorea.or.kr/cms/resource/02/3016202_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/02/3016202_image3_1.png,Type3,128.9381019,35.97042054,6,20240100000000 ,35,15,,영천과일축제
경상북도 영천시 최무선로 364 (문외동),,,A02,A0207,A02070200,2560545,15,20180900000000 ,20231021,20231022,http://tong.visitkorea.or.kr/cms/resource/21/3015021_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/3015021_image3_1.jpg,Type3,128.9381019,35.97042054,6,20230900000000 ,35,15,054-331-6867,영천와인페스타
경상북도 영천시 천문로 485 동의참누리원영천한의마을,,,A02,A0207,A02070200,2988303,15,20230500000000 ,20230519,20230521,http://tong.visitkorea.or.kr/cms/resource/01/2988301_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/01/2988301_image3_1.png,Type3,128.923303,35.97846935,6,20230600000000 ,35,15,054-339-7247~9,영천한약축제
충청남도 예산군 형제고개로 967,예산시장 장터광장 앞 주차장,,A02,A0207,A02070200,2997740,15,20230800000000 ,20230901,20230903,http://tong.visitkorea.or.kr/cms/resource/25/2997725_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/25/2997725_image3_1.JPG,Type3,126.850235,36.67672432,6,20231100000000 ,34,11,02-549-3864,예산 맥주페스티벌
충청남도 예산군 군청로 22 예산군청,일원,,A02,A0207,A02070200,2998213,15,20230800000000 ,20230915,20230916,http://tong.visitkorea.or.kr/cms/resource/02/2998202_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2998202_image3_1.jpg,Type3,126.8447743,36.68082653,6,20230900000000 ,34,11,02-2038-8938,예산 문화재야행
"충청남도 예산군 시목대리길 62-19 예산황새공원, 문화관",,,A02,A0207,A02070200,2843521,15,20220800000000 ,20230909,20230910,http://tong.visitkorea.or.kr/cms/resource/10/2997810_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2997810_image3_1.jpg,Type3,126.7970712,36.54306376,6,20230800000000 ,34,11,041-339-7338,예산황새축제
서울특별시 관악구 호암로22길 51 (신림동),,,A02,A0207,A02070200,3033816,15,20231100000000 ,20231104,20231126,http://tong.visitkorea.or.kr/cms/resource/12/3033812_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/12/3033812_image3_1.png,Type3,126.9356471,37.4688426,6,20231200000000 ,1,5,010-3201-1210,예술고시촌 로컬페스티벌
경상북도 예천군 예천읍 남본리,310-1,,A02,A0207,A02070200,1937428,15,20140700000000 ,20230504,20230507,http://tong.visitkorea.or.kr/cms/resource/29/2952529_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/29/2952529_image3_1.JPG,Type3,128.4524337,36.65301435,6,20230600000000 ,35,16,054-650-6037,예천활축제
경상북도 문경시 문경읍 새재로 932,,,A02,A0207,A02070200,1939183,15,20140800000000 ,20230819,20230819,http://tong.visitkorea.or.kr/cms/resource/03/2963003_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/03/2963003_image3_1.png,Type3,128.0769836,36.76159772,6,20230800000000 ,35,7,"053-754-7981, 010-6512-5881",오감만족 문경새재맨발페스티벌
강원특별자치도 평창군 진부면 오대산로 374-8,,,A02,A0207,A02070200,141282,15,20060900000000 ,20231013,20231015,http://tong.visitkorea.or.kr/cms/resource/78/3017578_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/3017578_image3_1.jpg,Type3,128.5925087,37.73118461,6,20231000000000 ,32,15,033-339-6800,오대산문화축전
경기도 수원시 팔달구 효원로 1 (매산로3가),,,A02,A0208,A02081300,3013903,15,20230900000000 ,20230930,20231012,http://tong.visitkorea.or.kr/cms/resource/01/3013901_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/01/3013901_image3_1.png,Type3,127.0096292,37.2738832,6,20230900000000 ,31,13,010-2143-6972,오르:빛 워터파고다
경기도 연천군 연천읍 고문리,산21 재인폭포,,A02,A0208,A02081300,3013910,15,20230900000000 ,20230922,20231022,http://tong.visitkorea.or.kr/cms/resource/05/3013905_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/05/3013905_image3_1.png,Type3,127.128615,38.07045658,6,20230900000000 ,31,21,070-8998-4457,오르:빛 재인폭포
경기도 오산시 수목원로 449 (금암동),오산 세교 고인돌공원,,A02,A0207,A02070200,2416752,15,20160900000000 ,20231021,20231022,http://tong.visitkorea.or.kr/cms/resource/06/3014806_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/06/3014806_image3_1.png,Type3,127.0489646,37.17239843,6,20230900000000 ,31,22,031-379-9971,오산독산성문화제
경기도 오산시 내삼미로 93,,,A02,A0207,A02070200,2946314,15,20230100000000 ,20230218,20230624,http://tong.visitkorea.or.kr/cms/resource/12/2946312_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/2946312_image3_1.jpg,Type3,127.065802,37.17058782,6,20230300000000 ,31,22,010-9458-5310,오산위클리클래식 페스티벌
강원특별자치도 원주시 지정면 오크밸리1길 66,,,A02,A0208,A02081300,2588321,15,20190100000000 ,20220101,20241231,,,,127.8177986,37.43464596,6,20240100000000 ,32,9,033-730-3146,오크밸리 3D 라이팅쇼 '소나타오브라이트'
충청북도 옥천군 이원로 830 옥천묘목공원 관리사무소,,,A02,A0207,A02070200,969709,15,20100300000000 ,20230331,20230402,http://tong.visitkorea.or.kr/cms/resource/65/2952065_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2952065_image3_1.jpg,Type3,127.6268854,36.24665679,6,20230400000000 ,33,5,043-730-3593,옥천묘목축제
서울특별시 종로구 대학로10길 24,(동숭동),,A02,A0208,A02080200,1014398,15,20100500000000 ,20230101,20231231,http://tong.visitkorea.or.kr/cms/resource/10/2035910_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/2035910_image3_1.jpg,Type3,127.0035183,37.58159183,6,20230100000000 ,1,23,02-764-8760,옥탑방고양이
서울특별시 마포구 양화로 130 라이즈호텔,,,A02,A0207,A02070200,2976568,15,20230400000000 ,20230610,20230611,http://tong.visitkorea.or.kr/cms/resource/18/2976518_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/2976518_image3_1.jpg,Type3,126.921221,37.55438797,6,20230400000000 ,1,13,02-6015-8254,와인나잇인서울
전북특별자치도 완주군 운주면 산북리,,,A02,A0207,A02070200,2987912,15,202401000000 ,20230603,20230604,http://tong.visitkorea.or.kr/cms/resource/97/2987897_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/97/2987897_image3_1.png,Type3,127.3316652,36.11610256,6,20240100000000 ,37,8,063-290-3977,완주 대둔산 축제
전북특별자치도 완주군 모악산길 111-6 전북도립미술관,,,A02,A0207,A02070200,2990278,15,20230600000000 ,20230408,20230409,http://tong.visitkorea.or.kr/cms/resource/77/2990277_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2990277_image3_1.jpg,Type3,127.1069399,35.72774842,6,20240100000000 ,37,8,063-290-3978,완주 모악산 웰니스 축제
전북특별자치도 완주군 고산휴양림로 246 고산휴양림,,,A02,A0207,A02070200,1336591,15,202401000000 ,20231006,20231008,http://tong.visitkorea.or.kr/cms/resource/59/3009759_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/3009759_image3_1.jpg,Type3,127.2331642,35.9615879,6,20240100000000 ,37,8,063-290-3976~8,완주 와일드&로컬푸드축제
서울특별시 중구 세종대로 99,(정동),,A02,A0208,A02080100,292961,15,20060100000000 ,20230101,20231231,http://tong.visitkorea.or.kr/cms/resource/32/2804532_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/2804532_image2_1.jpg,Type3,126.9761046,37.56504604,6,20230300000000 ,1,24,02-737-6444,왕궁 수문장 교대의식
울산광역시 중구 성남동,329-5,,A02,A0207,A02070200,1849463,15,20131000000000 ,20231007,20231009,http://tong.visitkorea.or.kr/cms/resource/65/3009765_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/65/3009765_image3_1.png,Type3,129.3215911,35.55619392,6,20230900000000 ,7,1,052-716-5007,외솔한글한마당
서울특별시 용산구 한강대로38길 21,,,A02,A0208,A02080500,3003610,15,20230800000000 ,20230909,20230910,,,,126.9706923,37.52798636,6,20230800000000 ,1,21,044-410-1636,요즘엔 이렇게 배워요 : 놀면서 배우기(K-에듀테크 스타트업 전시·체험)
부산광역시 중구 용두산길 37-55 용두산공원,,,A02,A0207,A02070200,2952109,15,20230300000000 ,20230404,20230404,http://tong.visitkorea.or.kr/cms/resource/06/2952106_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/06/2952106_image3_1.jpg,Type3,129.0324762,35.10096183,6,20230400000000 ,6,15,1522-8011,용골댄스페스타
"서울특별시 중랑구 용마산로 250-12 용마배수지, 용마산돌산공원",,,A02,A0207,A02070200,2621558,15,20190900000000 ,20231007,20231008,http://tong.visitkorea.or.kr/cms/resource/83/3015883_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/83/3015883_image3_1.png,Type3,127.0891385,37.57340544,6,20230900000000 ,1,25,02-3407-6532,용마폭포문화예술축제
경기도 용인시 처인구 동백죽전대로 61 용인미르스타디움,,,A02,A0207,A02070200,2431706,15,20161000000000 ,20230923,20230924,http://tong.visitkorea.or.kr/cms/resource/89/2508289_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/2508289_image2_1.jpg,Type3,127.1651741,37.24968323,6,20231100000000 ,31,23,031-324-2083,용인사이버과학축제
충청북도 충주시 남한강로 46,충주탄금공원,,A02,A0207,A02070200,2855326,15,20220900000000 ,20230906,20230910,http://tong.visitkorea.or.kr/cms/resource/85/3004685_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3004685_image3_1.jpg,Type3,127.9048231,36.98994054,6,20230800000000 ,33,11,043-847-1565,우륵문화제
경기도 포천시 광릉수목원로 509,국립수목원,,A02,A0207,A02070200,2734974,15,20210800000000 ,20230919,20230924,http://tong.visitkorea.or.kr/cms/resource/30/2994630_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/2994630_image3_1.jpg,Type3,127.169012,37.7595769,6,20230700000000 ,31,29,,우리꽃 전시회
서울특별시 강북구 번동,,,A02,A0207,A02070200,2660017,15,20200600000000 ,20231013,20231022,http://tong.visitkorea.or.kr/cms/resource/55/3015655_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/55/3015655_image3_1.jpg,Type3,127.0334722,37.64060496,6,20230900000000 ,1,3,02-994-8456,우이천 등(燈)축제 강북 꿈꾸는 물고기
경기도 파주시 경의로 1151,(와동동),,A02,A0207,A02070200,2789700,15,20211200000000 ,20231104,20231104,http://tong.visitkorea.or.kr/cms/resource/27/3028327_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/3028327_image3_1.jpg,Type3,126.7601366,37.72016302,6,20231000000000 ,31,27,031-940-8545,운정호수공원 불꽃축제
서울특별시 종로구 삼일대로 464 (운니동),,,A02,A0207,A02070200,3091113,15,20240100000000 ,20240209,20240212,http://tong.visitkorea.or.kr/cms/resource/41/3091041_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/3091041_image3_1.jpg,Type3,126.9868256,37.57582276,6,20240100000000 ,1,23,02-766-9090,운현궁 설맞이 민속 한마당
울산광역시 울주군 서생면 간절곶해안길 189,울주군 간절곶 공원,,A02,A0207,A02070200,141375,15,20061200000000 ,20231231,20240101,http://tong.visitkorea.or.kr/cms/resource/87/3057487_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/87/3057487_image3_1.JPG,Type3,129.3598711,35.36104433,6,20231200000000 ,7,5,052-980-2234~6,울산 간절곶 해맞이
울산광역시 중구 동헌길 167 (북정동),,,A02,A0207,A02070200,3017778,15,20231000000000 ,20231013,20231014,http://tong.visitkorea.or.kr/cms/resource/56/3017756_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/56/3017756_image3_1.jpg,Type3,129.3203468,35.55771595,6,20231000000000 ,7,1,052-275-3014,울산 중구 문화재 달빛 야행
울산광역시 남구 장생포고래로 244 장생포고래박물관,,,A02,A0207,A02070100,553263,15,20130200000000 ,20230511,20230514,http://tong.visitkorea.or.kr/cms/resource/17/2976217_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/17/2976217_image3_1.png,Type3,129.3808375,35.50320099,6,20231100000000 ,7,2,052-226-1999,울산고래축제
울산광역시 남구 신정동,,,A02,A0207,A02070200,2986930,15,20230400000000 ,20230601,20230604,http://tong.visitkorea.or.kr/cms/resource/02/2987702_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2987702_image3_1.jpg,Type3,129.3076647,35.55047486,6,20230500000000 ,7,2,052-290-1236,울산공업축제
울산광역시 남구 남부순환도로 377,(옥동),,A02,A0207,A02070200,1253973,15,20110400000000 ,20230524,20230528,http://tong.visitkorea.or.kr/cms/resource/95/2597295_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/95/2597295_image2_1.jpeg,Type3,129.283823,35.52797694,6,20230600000000 ,7,2,052-229-3341,울산대공원 장미축제
울산광역시 북구 달천철장길 58,,,A02,A0207,A02070100,538458,15,20080400000000 ,20230512,20230514,http://tong.visitkorea.or.kr/cms/resource/39/2710339_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2710339_image2_1.jpg,Type3,129.3294494,35.63364925,6,20231100000000 ,7,4,052-293-3500,울산쇠부리축제
울산광역시 울주군 온양읍 외고산길 23,,,A02,A0207,A02070100,506774,15,20080300000000 ,20230505,20230507,http://tong.visitkorea.or.kr/cms/resource/71/1993571_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1993571_image2_1.jpg,Type3,129.2801649,35.43228484,6,20231100000000 ,7,5,052-980-2233~2235,울산옹기축제
울산광역시 동구 해수욕장10길,동구 일산해수욕장,,A02,A0207,A02070200,1049327,15,20100600000000 ,20230825,20230826,http://tong.visitkorea.or.kr/cms/resource/95/2991495_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/95/2991495_image3_1.png,Type3,129.4300445,35.49530003,6,20230700000000 ,7,3,052-716-5007,울산조선해양축제
울산광역시 중구 성남동,울산 중구 성남동 젊음의거리 일대,,A02,A0207,A02070200,2933428,15,20221200000000 ,20231223,20240101,http://tong.visitkorea.or.kr/cms/resource/13/3073413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3073413_image3_1.jpg,Type3,129.3206302,35.55424135,6,20231200000000 ,7,1,010-3151-4697,울산중구 눈꽃축제
경상북도 울진군 후포면 후포리,1056,,A02,A0207,A02070200,1892201,15,20140200000000 ,20230223,20230226,http://tong.visitkorea.or.kr/cms/resource/41/2948441_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2948441_image3_1.jpg,Type3,129.4625294,36.67894731,6,20230300000000 ,35,18,054-789-6851,울진대게와 붉은대게축제
서울특별시 중구 을지로 281 (을지로7가),,,A02,A0208,A02081300,3073213,15,20231200000000 ,20231118,20240331,http://tong.visitkorea.or.kr/cms/resource/10/3073210_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/10/3073210_image3_1.JPG,Type3,127.009571,37.56610763,6,20231200000000 ,1,24,02-325-1077,워너브라더스 100주년 특별전
강원특별자치도 원주시 단구로 170,(명륜동),,A02,A0207,A02070100,1402009,15,20111000000000 ,20230922,20230924,http://tong.visitkorea.or.kr/cms/resource/28/2381328_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/28/2381328_image2_1.JPG,Type3,127.9464176,37.33638748,6,20231100000000 ,32,9,033-760-9881~4,원주 댄싱카니발
강원특별자치도 원주시 흥업면 연세대길 1,,,A02,A0207,A02070200,3019130,15,20231000000000 ,20231008,20231009,http://tong.visitkorea.or.kr/cms/resource/29/3019129_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/29/3019129_image3_1.png,Type3,127.9045954,37.27707411,6,20231200000000 ,32,9,033-760-9881~9890,원주 에브리씽 페스티벌
강원특별자치도 원주시 흥업면 매지회촌길 116-14,(흥업면),,A02,A0207,A02070200,678181,15,20090100000000 ,20230206,20230213,http://tong.visitkorea.or.kr/cms/resource/03/2367003_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/03/2367003_image2_1.JPG,Type3,127.9099595,37.25224374,6,20230700000000 ,32,9,033-763-6622,원주 회촌 달맞이축제
강원특별자치도 원주시 세계로 10 한국관광공사,,,A02,A0208,A02081100,2843892,15,20220800000000 ,20230831,20230902,,,,127.9898307,37.32479796,6,20230800000000 ,32,9,,원주옥상영화제
강원특별자치도 원주시 판부면 용수골길 311,꽃양귀비축제장,,A02,A0207,A02070200,3011178,15,20230900000000 ,20230916,20231009,http://tong.visitkorea.or.kr/cms/resource/72/3011172_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/3011172_image3_1.jpg,Type3,127.9406502,37.28519884,6,20231000000000 ,32,9,033-764-4443,원주용수골가을꽃축제
강원특별자치도 원주시 용수골길 311,,,A02,A0207,A02070200,2602974,15,20190500000000 ,20230519,20230606,http://tong.visitkorea.or.kr/cms/resource/97/2717697_image2_1.jpeg,http://tong.visitkorea.or.kr/cms/resource/97/2717697_image2_1.jpeg,Type3,127.9406502,37.28519884,6,20230700000000 ,32,9,033-764-4443,원주용수골꽃양귀비축제
강원특별자치도 원주시 단구로 170 원주댄싱공연장,,,A02,A0207,A02070200,1811342,15,20130500000000 ,20230527,20230528,http://tong.visitkorea.or.kr/cms/resource/86/2820886_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/86/2820886_image2_1.jpg,Type3,127.9473953,37.33657359,6,20230700000000 ,32,9,033-742-9997,원주청소년축제 꽃이피다
강원특별자치도 원주시 한지공원길 151,,,A02,A0207,A02070100,506788,15,20080300000000 ,20230505,20230514,http://tong.visitkorea.or.kr/cms/resource/31/2818831_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2818831_image2_1.jpg,Type3,127.9353798,37.33437362,6,20231100000000 ,32,9,033-734-4739,원주한지문화제
경기도 김포시 군하로276번길 20,,,A02,A0207,A02070200,2640575,15,20191200000000 ,20230923,20230923,http://tong.visitkorea.or.kr/cms/resource/77/3008677_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/3008677_image3_1.jpg,Type3,126.5524918,37.71701803,6,20231100000000 ,31,8,031-980-5113,월곶저잣거리축제
서울특별시 중구 퇴계로34길 28 (필동2가),,,A02,A0207,A02070200,3016562,15,20230900000000 ,20231107,20231108,http://tong.visitkorea.or.kr/cms/resource/33/3016533_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3016533_image3_1.jpg,Type3,126.9932865,37.55977752,6,20231200000000 ,1,24,02-904-2835,월드판소리페스티벌
전라남도 영암군 영암읍 기찬랜드로 19-10,,,A02,A0207,A02070200,2039752,15,20151100000000 ,20231028,20231112,http://tong.visitkorea.or.kr/cms/resource/50/2509750_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/2509750_image2_1.jpg,Type3,126.6856119,34.79196932,6,20231000000000 ,38,17,061-470-2259,월출산 국화축제
서울특별시 종로구 대학로 120,대학로 일대,,A02,A0207,A02070200,2671838,15,20200900000000 ,20231014,20231028,http://tong.visitkorea.or.kr/cms/resource/43/2997743_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2997743_image3_1.jpg,Type3,127.0023295,37.58194177,6,20231100000000 ,1,23,02-743-5220,웰컴 대학로
충청남도 공주시 공주대학로 92,신관동 공주 대학로 일대,,A02,A0207,A02070200,2877244,15,20221000000000 ,20231007,20231009,http://tong.visitkorea.or.kr/cms/resource/51/3010851_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3010851_image3_1.jpg,Type3,127.1378674,36.47319442,6,20230900000000 ,34,1,041-852-1328,웰컴투신관동
서울특별시 중구 태평로1가,청계광장,,A02,A0207,A02070200,2818857,15,20220500000000 ,20230603,20230603,http://tong.visitkorea.or.kr/cms/resource/90/2989290_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2989290_image3_1.jpg,Type3,126.9779154,37.56935391,6,20230500000000 ,1,24,044-863-6202,유기농데이
전라남도 목포시 노적봉길 45,(측후동),,A02,A0207,A02070200,140736,15,20050300000000 ,20230408,20230409,http://tong.visitkorea.or.kr/cms/resource/65/2953065_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/65/2953065_image3_1.JPG,Type3,126.381286,34.78904242,6,20230600000000 ,38,8,"061-270-8441, 8431~2",유달산 봄축제
부산광역시 중구 용미길9번길 6-45,유라리광장(남포동 영도대교 앞),,A02,A0207,A02070200,3001170,15,20230800000000 ,20230908,20230909,http://tong.visitkorea.or.kr/cms/resource/44/3001144_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/3001144_image3_1.jpg,Type3,129.0359065,35.09649017,6,20231100000000 ,6,15,051-714-1497,유라리 건맥축제
서울특별시 영등포구 여의동로 330 (여의도동),,,A02,A0207,A02070200,3017755,15,20231000000000 ,20231013,20231015,http://tong.visitkorea.or.kr/cms/resource/50/3017750_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/50/3017750_image3_1.jpg,Type3,126.9336096,37.52639977,6,20231100000000 ,1,20,010-9317-1633,유라시아문화교류축제
서울특별시 성북구 동소문로6길 성북천분수마루,,,A02,A0207,A02070200,1753233,15,20121100000000 ,20231209,20231210,http://tong.visitkorea.or.kr/cms/resource/02/3043402_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/02/3043402_image3_1.png,Type3,127.0081538,37.58877997,6,20231100000000 ,1,17,"02-2241-6381,3,4",유러피언 크리스마스 마켓
대전광역시 유성구 어은로 27 유림공원 관리사,유림공원(잔디광장),,A02,A0207,A02070200,2833003,15,20220800000000 ,20230818,20230820,http://tong.visitkorea.or.kr/cms/resource/13/2996613_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/2996613_image3_1.jpg,Type3,127.3577063,36.36073063,6,20230700000000 ,3,4,042-611-2080,유성 재즈&맥주페스타
대전광역시 유성구 어은로 27 (봉명동),유림공원,,A02,A0207,A02070200,3023999,15,20231000000000 ,20231013,20231105,http://tong.visitkorea.or.kr/cms/resource/94/3023994_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/3023994_image3_1.jpg,Type3,127.3577063,36.36073063,6,20231000000000 ,3,4,042-611-2114,유성국화전시회
대전광역시 유성구 계룡로123번길 52,온천공원(두드림공연장),,A02,A0207,A02070200,2915307,15,20221100000000 ,20231201,20231203,http://tong.visitkorea.or.kr/cms/resource/75/3045275_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/3045275_image3_1.jpg,Type3,127.3453048,36.35528103,6,20231100000000 ,3,4,042-611-2080,유성온천 크리스마스 축제
대전광역시 유성구 봉명동 574,,,A02,A0207,A02070200,1270240,15,20110500000000 ,20230512,20230514,http://tong.visitkorea.or.kr/cms/resource/76/2641776_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/76/2641776_image2_1.jpg,Type3,127.3478212,36.35488112,6,20230600000000 ,3,4,042-611-2080,유성온천문화축제
대전광역시 유성구 문화원로 46,(궁동),,A02,A0207,A02070200,141028,15,20060200000000 ,20230203,20230203,,,,127.3408856,36.35986376,,20230300000000 ,3,4,042-823-3915,유성정월대보름제
충청남도 예산군 덕산면 덕산온천로 183-5,,,A02,A0207,A02070200,1574707,15,20120300000000 ,20230429,20230430,http://tong.visitkorea.or.kr/cms/resource/09/2714009_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/09/2714009_image2_1.JPG,Type3,126.6525109,36.68745853,6,20230400000000 ,34,11,041-338-9514,윤봉길 평화축제
경기도 광주시 퇴촌면 도마리,84,,A02,A0207,A02070200,2946813,15,20230200000000 ,20231216,20240228,http://tong.visitkorea.or.kr/cms/resource/81/3078781_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/81/3078781_image3_1.jpg,Type3,127.2704611,37.46999294,6,20240100000000 ,31,5,031-798-3119,율봄식물원 딸기 시즌
경기도 광주시 태허정로 267-54,율봄식물원,,A02,A0207,A02070200,2994950,15,20230700000000 ,20230731,20230910,http://tong.visitkorea.or.kr/cms/resource/42/2994942_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/42/2994942_image3_1.png,Type3,127.2714193,37.47154278,6,20230700000000 ,31,5,031-798-3119,율봄식물원 봉선화 시즌
경기도 광주시 태허정로 267-54,,,A02,A0207,A02070200,2824526,15,20220600000000 ,20230527,20230730,http://tong.visitkorea.or.kr/cms/resource/65/2988565_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/65/2988565_image3_1.jpg,Type3,127.2714193,37.47154278,6,20230500000000 ,31,5,031-798-3119,율봄식물원 토마토 시즌
서울특별시 은평구 녹번로 16 은평문화예술회관,은평문화예술회관,,A02,A0207,A02070200,3000221,15,20230800000000 ,20230909,20230912,http://tong.visitkorea.or.kr/cms/resource/16/3000216_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/16/3000216_image3_1.png,Type3,126.927894,37.60377679,6,20231000000000 ,1,22,02-351-6884,은평청년축제
